"","X.1","X","gnb","tnb","gns","farmer","optim","rep","landscape"
"1512",1512,1512,104186035042555,52564243530967.3,5530672356.91235,7813184.1811579,"GNB + TNB + GNS + Farmer",68,23
"1513",1513,1513,96561658603915.8,43859884855175.7,5476794314.431,7897897.81497726,"GNB + TNB + GNS + Farmer",68,24
"1514",1514,1514,65099698939574,27504585290033.2,5220272781.80247,8175570.96367887,"GNB + TNB + GNS + Farmer",68,25
"1515",1515,1515,88280168856930.3,44536947094953.3,5368425073.00429,7924459.5562979,"GNB + TNB + GNS + Farmer",68,26
"1516",1516,1516,93358500357024.4,48391991699611.8,5442526999.21782,7876301.68923285,"GNB + TNB + GNS + Farmer",68,27
"1517",1517,1517,81647231933013.1,38449916173798.5,5364105283.98452,7980765.64202318,"GNB + TNB + GNS + Farmer",68,28
"1518",1518,1518,75730723784928.1,37043684084508,5307910154.34925,8022052.14433312,"GNB + TNB + GNS + Farmer",68,29
"1519",1519,1519,63736498591220.4,27158350010533.7,5265180508.95375,8207802.52037666,"GNB + TNB + GNS + Farmer",68,30
"1520",1520,1520,101937589182715,47385513747869.7,5521741858.60517,7851793.86274749,"GNB + TNB + GNS + Farmer",68,31
"1521",1521,1521,84336361894570,37675504307767.2,5338149050.18791,7955237.623519,"GNB + TNB + GNS + Farmer",68,32
"1522",1522,1522,82183458619349.5,39630118021628,5352974170.41131,7964392.81582994,"GNB + TNB + GNS + Farmer",68,33
"1523",1523,1523,73015047634933.4,31665712484212.9,5265876882.26209,8078491.43646255,"GNB + TNB + GNS + Farmer",68,34
"1524",1524,1524,65475307951500,27393537305473,5249690045.64224,8194031.22454508,"GNB + TNB + GNS + Farmer",68,35
"1525",1525,1525,95076492950157,45510905476582.6,5481319398.86405,7876364.8774956,"GNB + TNB + GNS + Farmer",68,36
"1526",1526,1526,104475664103317,57444081456746.4,5506916472.04635,7786912.28541958,"GNB + TNB + GNS + Farmer",68,37
"1527",1527,1527,79409729789900.2,35557450779211.2,5330633363.88372,8024861.11548122,"GNB + TNB + GNS + Farmer",68,38
"1528",1528,1528,103200599935523,54780428467540.4,5499427174.1491,7795727.14210782,"GNB + TNB + GNS + Farmer",68,39
"1529",1529,1529,102625488863370,55771373588273.7,5497876915.46322,7802567.85123749,"GNB + TNB + GNS + Farmer",68,40
"1530",1530,1530,69739810149698.7,32341718639411.2,5255588245.6645,8073191.1408025,"GNB + TNB + GNS + Farmer",68,41
"1531",1531,1531,80079368803097.1,36265512702699,5360354121.31052,8005127.00511797,"GNB + TNB + GNS + Farmer",68,42
"1532",1532,1532,106043870471728,47353531616703.3,5560315659.2562,7845369.13665858,"GNB + TNB + GNS + Farmer",68,43
"1533",1533,1533,78462193820492.8,39056756519653.1,5324757328.97909,7964398.19353159,"GNB + TNB + GNS + Farmer",68,44
"1534",1534,1534,78431021579767.3,35614563880134.2,5313579293.19146,8019602.3956436,"GNB + TNB + GNS + Farmer",68,45
"1535",1535,1535,88756738656370.8,45593716141340.1,5354164776.52758,7894602.09660149,"GNB + TNB + GNS + Farmer",68,46
"1536",1536,1536,89964252778753.4,42231749564538.6,5434960755.96249,7930472.33462638,"GNB + TNB + GNS + Farmer",68,47
"1537",1537,1537,92027013260298.6,44382989215570.4,5424473426.96011,7883406.6358834,"GNB + TNB + GNS + Farmer",68,48
"1538",1538,1538,72217107845354.8,33663966017316.5,5233332373.48915,8067935.14035354,"GNB + TNB + GNS + Farmer",68,49
"1539",1539,1539,84424446856286.6,38518099654319.8,5389198108.26747,7933650.09298135,"GNB + TNB + GNS + Farmer",68,50
"1540",1540,1540,62285716443894.5,24690438519732.8,5242646451.12925,8182227.16265035,"GNB + TNB + GNS + Farmer",69,1
"1541",1541,1541,101924301867842,47704004631000.8,5494839160.16991,7885016.08615554,"GNB + TNB + GNS + Farmer",69,2
"1542",1542,1542,71413820686834.7,36644600361251.5,5198681899.47896,8015553.75523908,"GNB + TNB + GNS + Farmer",69,3
"1543",1543,1543,101194988369200,40463782663168.5,5549338906.6167,7906510.64947273,"GNB + TNB + GNS + Farmer",69,4
"1544",1544,1544,95057904887796.6,60391237209485.5,5351557517.78115,7704179.9317075,"GNB + TNB + GNS + Farmer",69,5
"1545",1545,1545,72266123199089.4,31087908548040.3,5324522272.60153,8100017.80568624,"GNB + TNB + GNS + Farmer",69,6
"1546",1546,1546,81494578599288.1,38851458368494.6,5362913939.36348,8001203.8578862,"GNB + TNB + GNS + Farmer",69,7
"1547",1547,1547,91952799609107.6,52175028933547.4,5405141021.31989,7824589.73074054,"GNB + TNB + GNS + Farmer",69,8
"1548",1548,1548,100418077087722,42969674544476.1,5526042993.4896,7877732.14276608,"GNB + TNB + GNS + Farmer",69,9
"1549",1549,1549,70278920589619.5,37307487777724,5201850871.86006,8015370.47300598,"GNB + TNB + GNS + Farmer",69,10
"1550",1550,1550,69497975009969.4,29280909569669.9,5286816485.97877,8131337.12287574,"GNB + TNB + GNS + Farmer",69,11
"1551",1551,1551,70708897789550.5,30226267346272,5298805474.34239,8114103.26000302,"GNB + TNB + GNS + Farmer",69,12
"1552",1552,1552,72038851425581.7,35854844471562.2,5239849488.34533,8028633.14846778,"GNB + TNB + GNS + Farmer",69,13
"1553",1553,1553,85339380829438.8,40116479061055.5,5395204884.1704,7989399.00746684,"GNB + TNB + GNS + Farmer",69,14
"1554",1554,1554,95909304373643.7,53956787025623,5417350694.03891,7802360.47259609,"GNB + TNB + GNS + Farmer",69,15
"1555",1555,1555,94722785276673.1,57294551091342.9,5369868242.58654,7738555.30008327,"GNB + TNB + GNS + Farmer",69,16
"1556",1556,1556,73138837305245.3,26932126295315.9,5335190963.82326,8139480.36122209,"GNB + TNB + GNS + Farmer",69,17
"1557",1557,1557,93857783289339.1,55860704245465.2,5374469582.04863,7760370.01585618,"GNB + TNB + GNS + Farmer",69,18
"1558",1558,1558,76051952868808.7,33527152337493.9,5342614450.7726,8081516.39472959,"GNB + TNB + GNS + Farmer",69,19
"1559",1559,1559,92805484543644.8,41459286673933.3,5423903535.21797,7970118.13806312,"GNB + TNB + GNS + Farmer",69,20
"1560",1560,1560,84006616315209.2,36572134646590.9,5388405656.23794,8025924.5530579,"GNB + TNB + GNS + Farmer",69,21
"1561",1561,1561,79455290402639.6,32472258372673.2,5367793060.83244,8076578.98554722,"GNB + TNB + GNS + Farmer",69,22
"1562",1562,1562,98689799741175.3,48263916002063.4,5469047982.17973,7868329.26306712,"GNB + TNB + GNS + Farmer",69,23
"1563",1563,1563,77466314237617.8,35302673313253.8,5355931668.1723,8041287.38654324,"GNB + TNB + GNS + Farmer",69,24
"1564",1564,1564,65179346760264.6,26415023707455.1,5259189178.57386,8159395.73601828,"GNB + TNB + GNS + Farmer",69,25
"1565",1565,1565,79207485575904.7,34234738155254.4,5374174995.57492,8062833.26447635,"GNB + TNB + GNS + Farmer",69,26
"1566",1566,1566,64398650189527.2,25641540136217.9,5277645948.70695,8176811.4717646,"GNB + TNB + GNS + Farmer",69,27
"1567",1567,1567,97379660167952.4,39462160074911.3,5505043161.79783,7916610.26854128,"GNB + TNB + GNS + Farmer",69,28
"1568",1568,1568,66810364851479.6,28352103298793.6,5283785309.11897,8157281.72127715,"GNB + TNB + GNS + Farmer",69,29
"1569",1569,1569,100003469188802,46287836914000.5,5502827745.16793,7864056.71126591,"GNB + TNB + GNS + Farmer",69,30
"1570",1570,1570,65673835992922,25392598625443.8,5269797934.76306,8170265.10756307,"GNB + TNB + GNS + Farmer",69,31
"1571",1571,1571,101074038825437,51019275431129.4,5479850607.9125,7840919.40805097,"GNB + TNB + GNS + Farmer",69,32
"1572",1572,1572,101726061424751,49528711173945.2,5486132170.01703,7856055.04400444,"GNB + TNB + GNS + Farmer",69,33
"1573",1573,1573,95212019815029.8,54983535822105.3,5382584217.46343,7770827.00237672,"GNB + TNB + GNS + Farmer",69,34
"1574",1574,1574,74353351618132.8,27715266004643.2,5336797485.5745,8118826.02135644,"GNB + TNB + GNS + Farmer",69,35
"1575",1575,1575,89183224932243,44608191193771,5400713236.07064,7922777.22035264,"GNB + TNB + GNS + Farmer",69,36
"1576",1576,1576,96426471813783.4,45513498257001.2,5449794847.03304,7905686.52533449,"GNB + TNB + GNS + Farmer",69,37
"1577",1577,1577,98856558144063.3,54805581727939.2,5441469832.15822,7787641.03440997,"GNB + TNB + GNS + Farmer",69,38
"1578",1578,1578,76739418199938.8,32934201485215.6,5358206170.57226,8096926.56291994,"GNB + TNB + GNS + Farmer",69,39
"1579",1579,1579,74699768012539.5,35135648057098.6,5290279621.17224,8063010.55519007,"GNB + TNB + GNS + Farmer",69,40
"1580",1580,1580,99079925841765.2,56642831259719.4,5402127353.07002,7735695.55767873,"GNB + TNB + GNS + Farmer",69,41
"1581",1581,1581,100839208203822,49926947438680.6,5478048369.66032,7847019.91166153,"GNB + TNB + GNS + Farmer",69,42
"1582",1582,1582,90362202756199.7,37876640065260.6,5453733740.90568,7955999.68875511,"GNB + TNB + GNS + Farmer",69,43
"1583",1583,1583,95795143341596.5,57084675528728.8,5355576236.61125,7717008.07901998,"GNB + TNB + GNS + Farmer",69,44
"1584",1584,1584,87070737032053.6,41634929553899.6,5393652156.57035,7945068.97818047,"GNB + TNB + GNS + Farmer",69,45
"1585",1585,1585,66544289602062.1,26009625273271.2,5294632510.03296,8156106.18000825,"GNB + TNB + GNS + Farmer",69,46
"1586",1586,1586,87824655858211.3,45340573368040.7,5385595931.2339,7917237.11005102,"GNB + TNB + GNS + Farmer",69,47
"1587",1587,1587,94181789544634,43576007605060.8,5456913900.82329,7912697.91598503,"GNB + TNB + GNS + Farmer",69,48
"1588",1588,1588,91393075972417.6,42196219419413.7,5416893135.09823,7930631.34022733,"GNB + TNB + GNS + Farmer",69,49
"1589",1589,1589,96942828810745.9,41155854113684.7,5459286112.67703,7930605.34815453,"GNB + TNB + GNS + Farmer",69,50
"1590",1590,1590,102923167092861,44314255576550.5,5482587468.21999,7869577.06819594,"GNB + TNB + GNS + Farmer",70,1
"1591",1591,1591,95295277510208.8,59024194057538.2,5357488738.31846,7689333.49490333,"GNB + TNB + GNS + Farmer",70,2
"1592",1592,1592,60001642879082.3,26417607165764.5,5187431217.17415,8204619.94536481,"GNB + TNB + GNS + Farmer",70,3
"1593",1593,1593,97711049783212.9,36700050518214.2,5540639236.45443,7930134.47591193,"GNB + TNB + GNS + Farmer",70,4
"1594",1594,1594,62214207455671.9,28048260225575,5206827669.73575,8184018.33183068,"GNB + TNB + GNS + Farmer",70,5
"1595",1595,1595,89959542936422.5,49774857788416.1,5327776140.54648,7820503.08924837,"GNB + TNB + GNS + Farmer",70,6
"1596",1596,1596,74101090100957.5,29229048693168.5,5285012564.76551,8098422.82211164,"GNB + TNB + GNS + Farmer",70,7
"1597",1597,1597,72987221708287.4,32428471080579.3,5311530614.63137,8120409.1091434,"GNB + TNB + GNS + Farmer",70,8
"1598",1598,1598,69907887918170.7,31239685001943.7,5282869691.68691,8140668.39411728,"GNB + TNB + GNS + Farmer",70,9
"1599",1599,1599,94285187739496.2,54465142896690.8,5362599732.12545,7784711.01650218,"GNB + TNB + GNS + Farmer",70,10
"1600",1600,1600,100719090484982,48038768314996.8,5488320751.24926,7830701.38789437,"GNB + TNB + GNS + Farmer",70,11
"1601",1601,1601,72527647572746.5,35892137091390.2,5225276257.89559,8031844.44424955,"GNB + TNB + GNS + Farmer",70,12
"1602",1602,1602,98889326254860,51881086262120.7,5422251401.16345,7769851.94297556,"GNB + TNB + GNS + Farmer",70,13
"1603",1603,1603,80376944405757.7,33520579007092.4,5331247179.29991,8014705.85166945,"GNB + TNB + GNS + Farmer",70,14
"1604",1604,1604,99155394921178.7,58075245667424.2,5405386615.49895,7720487.24404985,"GNB + TNB + GNS + Farmer",70,15
"1605",1605,1605,101633651680114,42354260592824.6,5514611974.1387,7888542.99202376,"GNB + TNB + GNS + Farmer",70,16
"1606",1606,1606,101563643320788,42929909113604.7,5525913091.37237,7857416.40244134,"GNB + TNB + GNS + Farmer",70,17
"1607",1607,1607,75189419699546.9,31853848811105.8,5312516338.71454,8053404.19099491,"GNB + TNB + GNS + Farmer",70,18
"1608",1608,1608,71360256140010.4,27758912871939.3,5266739540.05639,8125307.17165905,"GNB + TNB + GNS + Farmer",70,19
"1609",1609,1609,97771565326415.4,46974925746927.1,5457234514.77785,7842683.58085404,"GNB + TNB + GNS + Farmer",70,20
"1610",1610,1610,70610912924779.7,33827727174669.9,5226247822.5185,8075101.55066764,"GNB + TNB + GNS + Farmer",70,21
"1611",1611,1611,89041078491361.7,39229349535943.8,5430629574.69582,7948321.22305929,"GNB + TNB + GNS + Farmer",70,22
"1612",1612,1612,78955224447744.3,35316196401539.6,5296140740.88274,8009687.79083247,"GNB + TNB + GNS + Farmer",70,23
"1613",1613,1613,69176806449441.2,30761103677752.2,5294137540.77852,8161777.64842064,"GNB + TNB + GNS + Farmer",70,24
"1614",1614,1614,84195797045038.1,34786107015161.9,5382943889.64157,7982540.74699533,"GNB + TNB + GNS + Farmer",70,25
"1615",1615,1615,99797718802984.1,57484354827559.1,5417112090.29582,7728653.74351142,"GNB + TNB + GNS + Farmer",70,26
"1616",1616,1616,63989773552705.5,29662475194395,5211394802.99543,8180904.0342828,"GNB + TNB + GNS + Farmer",70,27
"1617",1617,1617,86136937793320.1,44606843767264.2,5351052533.38698,7904434.78161964,"GNB + TNB + GNS + Farmer",70,28
"1618",1618,1618,96528798357038,50946697999649.2,5406279613.46184,7809607.45768458,"GNB + TNB + GNS + Farmer",70,29
"1619",1619,1619,92734495591117.1,43174709194781.5,5421841349.84902,7882612.75998504,"GNB + TNB + GNS + Farmer",70,30
"1620",1620,1620,62968634875600.5,26996518209303.2,5231119576.4925,8203724.10536316,"GNB + TNB + GNS + Farmer",70,31
"1621",1621,1621,82269737992526.3,41396491380305.5,5344089457.74258,7917466.73758002,"GNB + TNB + GNS + Farmer",70,32
"1622",1622,1622,93272067441143.2,55736227179391.7,5357318995.25843,7731083.8151449,"GNB + TNB + GNS + Farmer",70,33
"1623",1623,1623,95931583896606.4,53666798695966.9,5427844540.09816,7797285.6368235,"GNB + TNB + GNS + Farmer",70,34
"1624",1624,1624,77980213059470.6,31452671356714.6,5342034315.96278,8043398.96666825,"GNB + TNB + GNS + Farmer",70,35
"1625",1625,1625,94789453335321.3,38543790056735.8,5499107991.68224,7906215.90310952,"GNB + TNB + GNS + Farmer",70,36
"1626",1626,1626,94338606255532.8,40125893677045.7,5480607481.6352,7901661.82578343,"GNB + TNB + GNS + Farmer",70,37
"1627",1627,1627,76001070988821.4,34480960489156,5295435400.79441,8063050.49383869,"GNB + TNB + GNS + Farmer",70,38
"1628",1628,1628,87629762938250,38174538761087.7,5390393813.52667,7958192.66082772,"GNB + TNB + GNS + Farmer",70,39
"1629",1629,1629,96960804023182,55717472281801.7,5390334338.27756,7739281.892318,"GNB + TNB + GNS + Farmer",70,40
"1630",1630,1630,85411195146727.2,41107888982634,5368053599.8801,7923661.2522133,"GNB + TNB + GNS + Farmer",70,41
"1631",1631,1631,76919775972651.4,37924285011689.2,5311814428.97245,8020446.24395026,"GNB + TNB + GNS + Farmer",70,42
"1632",1632,1632,83656546215716.7,45617615974936,5333791209.28394,7891775.00424457,"GNB + TNB + GNS + Farmer",70,43
"1633",1633,1633,91008730400827.5,48580806764432.2,5360735202.72334,7834883.75858747,"GNB + TNB + GNS + Farmer",70,44
"1634",1634,1634,98137937187026,46514434722303.1,5452179239.38421,7838185.06332309,"GNB + TNB + GNS + Farmer",70,45
"1635",1635,1635,68148397775236.9,31365562841768.7,5247470547.8697,8128906.97162797,"GNB + TNB + GNS + Farmer",70,46
"1636",1636,1636,93127653312273.2,52793265488770.3,5384110009.06863,7810538.56956147,"GNB + TNB + GNS + Farmer",70,47
"1637",1637,1637,66235467270594.3,27246103558535.9,5254104749.46036,8162981.48997304,"GNB + TNB + GNS + Farmer",70,48
"1638",1638,1638,96083152458771.2,53494520285562.2,5384010482.39639,7746060.76721872,"GNB + TNB + GNS + Farmer",70,49
"1639",1639,1639,91028587440889.4,42635991964581.4,5413535820.53774,7912344.33922288,"GNB + TNB + GNS + Farmer",70,50
"1640",1640,1640,64877604777522.4,26333816828311.6,5235006936.2909,8204642.87390093,"GNB + TNB + GNS + Farmer",71,1
"1641",1641,1641,98908218903029,59345927534491.8,5402955944.26108,7703762.37738193,"GNB + TNB + GNS + Farmer",71,2
"1642",1642,1642,66973705452870.4,33744995937518.5,5176297270.17287,8071523.37320548,"GNB + TNB + GNS + Farmer",71,3
"1643",1643,1643,101333053621094,43433673925510.8,5524687782.61306,7871367.9703661,"GNB + TNB + GNS + Farmer",71,4
"1644",1644,1644,64557228084924.8,27390191480162.5,5242368479.70014,8187451.78745174,"GNB + TNB + GNS + Farmer",71,5
"1645",1645,1645,77178311305959.3,31072132199244.3,5345531791.46732,8059182.53601675,"GNB + TNB + GNS + Farmer",71,6
"1646",1646,1646,75657036974100.9,35937796277130.9,5259357629.5084,8029781.45208838,"GNB + TNB + GNS + Farmer",71,7
"1647",1647,1647,66651202801814.2,30925780651836.5,5192784141.02368,8104753.30730792,"GNB + TNB + GNS + Farmer",71,8
"1648",1648,1648,78671513478082.2,38231854740122.6,5327843636.15122,7985364.15739394,"GNB + TNB + GNS + Farmer",71,9
"1649",1649,1649,89481840785001.7,40434972101103.4,5439717229.974,7917968.01283652,"GNB + TNB + GNS + Farmer",71,10
"1650",1650,1650,92260058170059.5,39220309383424,5477809368.2496,7961353.93937511,"GNB + TNB + GNS + Farmer",71,11
"1651",1651,1651,80311798207642.1,40921083574637.3,5309218644.85363,7934547.34934347,"GNB + TNB + GNS + Farmer",71,12
"1652",1652,1652,87571454206260.1,47139223199389.8,5364575888.09722,7850319.20783331,"GNB + TNB + GNS + Farmer",71,13
"1653",1653,1653,90288274917958.3,39772552256602.9,5460990374.07484,7965797.16428745,"GNB + TNB + GNS + Farmer",71,14
"1654",1654,1654,84645230136386.3,33184731917866.6,5424686555.20258,8049986.08516561,"GNB + TNB + GNS + Farmer",71,15
"1655",1655,1655,92990214305087.3,52682514349939.1,5409106341.23195,7802720.40049772,"GNB + TNB + GNS + Farmer",71,16
"1656",1656,1656,71664868286515.1,29383937067376.3,5296937233.00694,8127539.72813133,"GNB + TNB + GNS + Farmer",71,17
"1657",1657,1657,91232684333828.3,47877758160505.5,5401663357.37717,7845680.80312745,"GNB + TNB + GNS + Farmer",71,18
"1658",1658,1658,65388896615743.1,28478143486953,5212922224.31194,8151839.51863655,"GNB + TNB + GNS + Farmer",71,19
"1659",1659,1659,95601927816056.1,57952341555361,5387318084.86728,7723137.231924,"GNB + TNB + GNS + Farmer",71,20
"1660",1660,1660,93987464131302.8,51712863198909.6,5435042043.88121,7819389.96709366,"GNB + TNB + GNS + Farmer",71,21
"1661",1661,1661,70443634519661.3,35048614114550.9,5202448738.54703,8044742.72170553,"GNB + TNB + GNS + Farmer",71,22
"1662",1662,1662,92471983428722.4,50005395607957.9,5387115546.78186,7833000.023832,"GNB + TNB + GNS + Farmer",71,23
"1663",1663,1663,72788524287016.1,36857477921528.1,5206155143.05788,8000476.70568241,"GNB + TNB + GNS + Farmer",71,24
"1664",1664,1664,92554015714825.5,38368191722518.4,5459068080.02763,7949746.60923557,"GNB + TNB + GNS + Farmer",71,25
"1665",1665,1665,94708009468315.2,51505369868481.9,5418749212.07974,7797929.02787432,"GNB + TNB + GNS + Farmer",71,26
"1666",1666,1666,100321046650332,45181787260237.9,5508307045.87661,7839219.05635915,"GNB + TNB + GNS + Farmer",71,27
"1667",1667,1667,96589826869984.9,54129906299070.3,5437016221.10472,7788874.53681016,"GNB + TNB + GNS + Farmer",71,28
"1668",1668,1668,86696017099565.2,46927816677364.6,5358407900.71654,7853694.31050757,"GNB + TNB + GNS + Farmer",71,29
"1669",1669,1669,69248124028509.9,27413983000031.7,5269744487.11553,8159732.57708422,"GNB + TNB + GNS + Farmer",71,30
"1670",1670,1670,72376626411377.4,32082797450458.3,5280509449.063,8104735.94426959,"GNB + TNB + GNS + Farmer",71,31
"1671",1671,1671,95079338487860.3,56537661106591.8,5390758571.96126,7730041.53516556,"GNB + TNB + GNS + Farmer",71,32
"1672",1672,1672,81104264643780.9,34400827990253,5381553085.87568,7987443.78348861,"GNB + TNB + GNS + Farmer",71,33
"1673",1673,1673,71162223224136.2,29898872593104.3,5290156069.20263,8091960.16895737,"GNB + TNB + GNS + Farmer",71,34
"1674",1674,1674,95856534499190,55985799195761.4,5407391959.73195,7747347.78816625,"GNB + TNB + GNS + Farmer",71,35
"1675",1675,1675,93318649185412.8,55547101498995,5386293688.9274,7770077.82947364,"GNB + TNB + GNS + Farmer",71,36
"1676",1676,1676,83717906480571.9,42658436712828.5,5360582185.00157,7915673.92454022,"GNB + TNB + GNS + Farmer",71,37
"1677",1677,1677,80881085622733.9,35892842525022.8,5356222574.41249,7980466.75745173,"GNB + TNB + GNS + Farmer",71,38
"1678",1678,1678,100246073168683,41975241333472.7,5485419709.67388,7909616.46141767,"GNB + TNB + GNS + Farmer",71,39
"1679",1679,1679,83889052326333.3,44683772080517.9,5321562707.25222,7888673.52444026,"GNB + TNB + GNS + Farmer",71,40
"1680",1680,1680,67561004065301.1,26911023651080.6,5247150489.43356,8169698.70575465,"GNB + TNB + GNS + Farmer",71,41
"1681",1681,1681,79918204622900.9,33789451470275.8,5392277575.30016,8019177.41523064,"GNB + TNB + GNS + Farmer",71,42
"1682",1682,1682,97148308008314.6,46250522669335.2,5438301366.83191,7862052.4468301,"GNB + TNB + GNS + Farmer",71,43
"1683",1683,1683,79448741697828.3,34381402790333.3,5379650480.7972,8054993.16847601,"GNB + TNB + GNS + Farmer",71,44
"1684",1684,1684,95279025181871.8,54913932499414.4,5398703080.79414,7761830.0127649,"GNB + TNB + GNS + Farmer",71,45
"1685",1685,1685,73857926660640.8,36815783447144.2,5244895595.54386,7995975.4787999,"GNB + TNB + GNS + Farmer",71,46
"1686",1686,1686,68724338003629.2,28308483937583.8,5240950170.00078,8152928.77101884,"GNB + TNB + GNS + Farmer",71,47
"1687",1687,1687,99590938612230.8,42890524232827.5,5501929683.20044,7893880.4483485,"GNB + TNB + GNS + Farmer",71,48
"1688",1688,1688,89585995605274,44355348309580.6,5397217091.17665,7904055.67119186,"GNB + TNB + GNS + Farmer",71,49
"1689",1689,1689,67194497774833.3,28849865876400.3,5250421414.41022,8137715.30991063,"GNB + TNB + GNS + Farmer",71,50
"1690",1690,1690,102874684834122,55597035730332.2,5478381594.25602,7774044.61143964,"GNB + TNB + GNS + Farmer",72,1
"1691",1691,1691,65956563507757.1,27148087256037.6,5257048283.06933,8186290.09017116,"GNB + TNB + GNS + Farmer",72,2
"1692",1692,1692,98988041780775.6,41335136270894.1,5546410443.15372,7889944.05051693,"GNB + TNB + GNS + Farmer",72,3
"1693",1693,1693,71779519716434.2,35692597742416,5236329297.15448,8042452.32844198,"GNB + TNB + GNS + Farmer",72,4
"1694",1694,1694,98735509774002.3,59709708850227.2,5404712180.41668,7733639.04365568,"GNB + TNB + GNS + Farmer",72,5
"1695",1695,1695,102279371836293,57755402577183.7,5456009900.54543,7750439.60366336,"GNB + TNB + GNS + Farmer",72,6
"1696",1696,1696,68483469311323.3,28954636487700.8,5312125515.60237,8166605.19418681,"GNB + TNB + GNS + Farmer",72,7
"1697",1697,1697,80838260376829.1,34644060311675.3,5369126168.3321,8019305.32701771,"GNB + TNB + GNS + Farmer",72,8
"1698",1698,1698,68869079752878.5,28761715126142.6,5302649825.40606,8175618.45093385,"GNB + TNB + GNS + Farmer",72,9
"1699",1699,1699,82263870621771.9,36851640262894.6,5316447003.35613,7995824.88158399,"GNB + TNB + GNS + Farmer",72,10
"1700",1700,1700,73538730097023.5,35675804694068.3,5247751667.75578,8030590.44590687,"GNB + TNB + GNS + Farmer",72,11
"1701",1701,1701,101725904961155,54410946108098.2,5477113047.6058,7784875.81634257,"GNB + TNB + GNS + Farmer",72,12
"1702",1702,1702,79592801503155.5,40440729904951.9,5285848418.60756,7980417.01797414,"GNB + TNB + GNS + Farmer",72,13
"1703",1703,1703,99445936314445.6,59310877967383,5415833166.99065,7735425.11888815,"GNB + TNB + GNS + Farmer",72,14
"1704",1704,1704,84951619298854,45444097735804.5,5333713420.07854,7893262.62902026,"GNB + TNB + GNS + Farmer",72,15
"1705",1705,1705,96995279149014.8,56684840690261.5,5401291801.05921,7760544.48510626,"GNB + TNB + GNS + Farmer",72,16
"1706",1706,1706,87075671915426.4,49547413345082.2,5382019665.21885,7862144.11277345,"GNB + TNB + GNS + Farmer",72,17
"1707",1707,1707,85575627156421.7,41371462696566.2,5387112144.41698,7948800.65790587,"GNB + TNB + GNS + Farmer",72,18
"1708",1708,1708,70652553579696.3,29911097950836.9,5313515592.04281,8142444.46984597,"GNB + TNB + GNS + Farmer",72,19
"1709",1709,1709,98508283439468.9,45743347334848.4,5511319288.16609,7839844.88056557,"GNB + TNB + GNS + Farmer",72,20
"1710",1710,1710,73836877375106.9,32581353776424.5,5339917088.71913,8121494.63429153,"GNB + TNB + GNS + Farmer",72,21
"1711",1711,1711,96532033049389,40637569774143.9,5524730802.8926,7912069.24684156,"GNB + TNB + GNS + Farmer",72,22
"1712",1712,1712,97630165282542.8,44840287470933.8,5503315611.89005,7843107.63461956,"GNB + TNB + GNS + Farmer",72,23
"1713",1713,1713,70141945181268.9,30638404858178.1,5299588061.53735,8154568.97257994,"GNB + TNB + GNS + Farmer",72,24
"1714",1714,1714,95366483917568.2,46764610531292,5458303206.11986,7860330.86428283,"GNB + TNB + GNS + Farmer",72,25
"1715",1715,1715,75083360389251.8,34204661128318.7,5273393814.9943,8063150.92257779,"GNB + TNB + GNS + Farmer",72,26
"1716",1716,1716,76265176438254.9,33733497851091.6,5341886803.67373,8077821.34333047,"GNB + TNB + GNS + Farmer",72,27
"1717",1717,1717,93457144133669.5,39463858592466.7,5504764057.74385,7927481.10656199,"GNB + TNB + GNS + Farmer",72,28
"1718",1718,1718,92982223793975.3,53496024817191.3,5372632109.16385,7800097.2110879,"GNB + TNB + GNS + Farmer",72,29
"1719",1719,1719,94588463368917.2,50219826476466.9,5434781107.31308,7840170.71246027,"GNB + TNB + GNS + Farmer",72,30
"1720",1720,1720,91646967201948.3,36546168236665.8,5478683599.71221,7959400.01591892,"GNB + TNB + GNS + Farmer",72,31
"1721",1721,1721,100332042013580,50394164376548.8,5487270870.18662,7833417.60618138,"GNB + TNB + GNS + Farmer",72,32
"1722",1722,1722,75778592856037.8,37348294675135.7,5257351949.23129,8002694.17821802,"GNB + TNB + GNS + Farmer",72,33
"1723",1723,1723,83088138584647.4,38716990707196.6,5363725636.34308,7969837.51911522,"GNB + TNB + GNS + Farmer",72,34
"1724",1724,1724,100818739657671,42117028884920.7,5531838707.26343,7867489.35438548,"GNB + TNB + GNS + Farmer",72,35
"1725",1725,1725,100826593266508,52152122643089.6,5469828642.98748,7817558.29277114,"GNB + TNB + GNS + Farmer",72,36
"1726",1726,1726,79156731230515,34390331396549.6,5354757173.11395,8055735.57995975,"GNB + TNB + GNS + Farmer",72,37
"1727",1727,1727,90163009093979.7,43725771573014.4,5410194540.68018,7903962.2754547,"GNB + TNB + GNS + Farmer",72,38
"1728",1728,1728,88032579831928.9,45233629389753.3,5362003530.35471,7880122.21528583,"GNB + TNB + GNS + Farmer",72,39
"1729",1729,1729,74704148973219.2,32146956569997.5,5336119405.65121,8101150.57405695,"GNB + TNB + GNS + Farmer",72,40
"1730",1730,1730,89130511152451.8,44001451623406.1,5392991343.43941,7887658.49990937,"GNB + TNB + GNS + Farmer",72,41
"1731",1731,1731,79720599112954.9,41792538493755.1,5298605470.12454,7927191.08688987,"GNB + TNB + GNS + Farmer",72,42
